Time,StepCount,look_ahead_distance_meter,prev_wp_x,prev_wp_y,next_wp_x,next_wp_y,os_x,os_y,final_heading_rad,chi_desired_rad,chi_desired_deg,last_wp_active
392,392,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.736068,-35.983430,0.183260,0.183260,10.500000,1
393,393,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.609467,-35.365919,0.183260,0.183260,10.500000,1
394,394,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.485052,-34.757263,0.183260,0.183260,10.500000,1
395,395,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.362869,-34.157519,0.183260,0.183260,10.500000,1
396,396,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.242957,-33.566717,0.183260,0.183260,10.500000,1
397,397,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.125347,-32.984862,0.183260,0.183260,10.500000,1
398,398,50.000000,-10.000000,-50.000000,0.000000,5.000000,-5.010063,-32.411935,0.183260,0.183260,10.500000,1
399,399,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.897123,-31.847892,0.183260,0.183260,10.500000,1
400,400,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.786538,-31.292672,0.183260,0.183260,10.500000,1
401,401,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.678312,-30.746193,0.183260,0.183260,10.500000,1
402,402,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.572443,-30.208356,0.183260,0.183260,10.500000,1
403,403,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.468925,-29.679047,0.183260,0.183260,10.500000,1
404,404,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.367745,-29.158141,0.183260,0.183260,10.500000,1
405,405,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.268885,-28.645498,0.183260,0.183260,10.500000,1
406,406,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.172324,-28.140969,0.183260,0.183260,10.500000,1
407,407,50.000000,-10.000000,-50.000000,0.000000,5.000000,-4.078036,-27.644395,0.183260,0.183260,10.500000,1
408,408,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.985992,-27.155612,0.183260,0.183260,10.500000,1
409,409,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.896158,-26.674449,0.183260,0.183260,10.500000,1
410,410,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.808498,-26.200731,0.183260,0.183260,10.500000,1
411,411,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.722975,-25.734278,0.183260,0.183260,10.500000,1
412,412,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.639547,-25.274909,0.183260,0.183260,10.500000,1
413,413,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.558171,-24.822442,0.183260,0.183260,10.500000,1
414,414,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.478803,-24.376694,0.183260,0.183260,10.500000,1
415,415,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.401396,-23.937485,0.183260,0.183260,10.500000,1
416,416,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.325905,-23.504634,0.183260,0.183260,10.500000,1
417,417,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.252280,-23.077963,0.183260,0.183260,10.500000,1
418,418,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.180474,-22.657298,0.183260,0.183260,10.500000,1
419,419,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.110438,-22.242468,0.183260,0.183260,10.500000,1
420,420,50.000000,-10.000000,-50.000000,0.000000,5.000000,-3.042122,-21.833306,0.183260,0.183260,10.500000,1
421,421,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.975478,-21.429650,0.183260,0.183260,10.500000,1
422,422,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.910457,-21.031342,0.183260,0.183260,10.500000,1
423,423,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.847010,-20.638230,0.183260,0.183260,10.500000,1
424,424,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.785089,-20.250168,0.183260,0.183260,10.500000,1
425,425,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.724648,-19.867016,0.183260,0.183260,10.500000,1
426,426,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.665639,-19.488639,0.183260,0.183260,10.500000,1
427,427,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.608017,-19.114909,0.183260,0.183260,10.500000,1
428,428,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.551737,-18.745703,0.183260,0.183260,10.500000,1
429,429,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.496755,-18.380905,0.183260,0.183260,10.500000,1
430,430,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.443029,-18.020406,0.183260,0.183260,10.500000,1
431,431,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.390517,-17.664101,0.183260,0.183260,10.500000,1
432,432,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.339179,-17.311893,0.183260,0.183260,10.500000,1
433,433,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.288976,-16.963690,0.183260,0.183260,10.500000,1
434,434,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.239869,-16.619407,0.183260,0.183260,10.500000,1
435,435,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.191823,-16.278963,0.183260,0.183260,10.500000,1
436,436,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.144803,-15.942284,0.183260,0.183260,10.500000,1
437,437,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.098773,-15.609299,0.183260,0.183260,10.500000,1
438,438,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.053703,-15.279946,0.183260,0.183260,10.500000,1
439,439,50.000000,-10.000000,-50.000000,0.000000,5.000000,-2.009560,-14.954164,0.183260,0.183260,10.500000,1
440,440,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.966314,-14.631898,0.183260,0.183260,10.500000,1
441,441,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.923937,-14.313100,0.183260,0.183260,10.500000,1
442,442,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.882401,-13.997721,0.183260,0.183260,10.500000,1
443,443,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.841679,-13.685721,0.183260,0.183260,10.500000,1
444,444,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.801748,-13.377059,0.183260,0.183260,10.500000,1
445,445,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.762583,-13.071702,0.183260,0.183260,10.500000,1
446,446,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.724161,-12.769618,0.183260,0.183260,10.500000,1
447,447,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.686461,-12.470776,0.183260,0.183260,10.500000,1
448,448,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.649461,-12.175151,0.183260,0.183260,10.500000,1
449,449,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.613144,-11.882719,0.183260,0.183260,10.500000,1
450,450,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.577489,-11.593457,0.183260,0.183260,10.500000,1
451,451,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.542479,-11.307346,0.183260,0.183260,10.500000,1
452,452,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.508099,-11.024368,0.183260,0.183260,10.500000,1
453,453,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.474331,-10.744506,0.183260,0.183260,10.500000,1
454,454,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.441160,-10.467744,0.183260,0.183260,10.500000,1
455,455,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.408573,-10.194069,0.183260,0.183260,10.500000,1
456,456,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.376556,-9.923467,0.183260,0.183260,10.500000,1
457,457,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.345096,-9.655924,0.183260,0.183260,10.500000,1
458,458,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.314181,-9.391430,0.183260,0.183260,10.500000,1
459,459,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.283798,-9.129973,0.183260,0.183260,10.500000,1
460,460,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.253938,-8.871541,0.183260,0.183260,10.500000,1
461,461,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.224590,-8.616122,0.183260,0.183260,10.500000,1
462,462,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.195743,-8.363706,0.183260,0.183260,10.500000,1
463,463,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.167388,-8.114282,0.183260,0.183260,10.500000,1
464,464,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.139515,-7.867837,0.183260,0.183260,10.500000,1
465,465,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.112116,-7.624360,0.183260,0.183260,10.500000,1
466,466,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.085183,-7.383838,0.183260,0.183260,10.500000,1
467,467,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.058707,-7.146259,0.183260,0.183260,10.500000,1
468,468,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.032681,-6.911609,0.183260,0.183260,10.500000,1
469,469,50.000000,-10.000000,-50.000000,0.000000,5.000000,-1.007096,-6.679874,0.183260,0.183260,10.500000,1
470,470,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.981946,-6.451040,0.183260,0.183260,10.500000,1
471,471,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.957224,-6.225092,0.183260,0.183260,10.500000,1
472,472,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.932922,-6.002013,0.183260,0.183260,10.500000,1
473,473,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.909033,-5.781786,0.183260,0.183260,10.500000,1
474,474,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.885552,-5.564396,0.183260,0.183260,10.500000,1
475,475,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.862471,-5.349822,0.183260,0.183260,10.500000,1
476,476,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.839785,-5.138047,0.183260,0.183260,10.500000,1
477,477,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.817487,-4.929050,0.183260,0.183260,10.500000,1
478,478,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.795571,-4.722810,0.183260,0.183260,10.500000,1
479,479,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.774031,-4.519308,0.183260,0.183260,10.500000,1
480,480,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.752861,-4.318520,0.183260,0.183260,10.500000,1
481,481,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.732055,-4.120425,0.183260,0.183260,10.500000,1
482,482,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.711607,-3.924998,0.183260,0.183260,10.500000,1
483,483,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.691512,-3.732216,0.183260,0.183260,10.500000,1
484,484,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.671764,-3.542055,0.183260,0.183260,10.500000,1
485,485,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.652357,-3.354488,0.183260,0.183260,10.500000,1
486,486,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.633286,-3.169491,0.183260,0.183260,10.500000,1
487,487,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.614545,-2.987038,0.183260,0.183260,10.500000,1
488,488,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.596128,-2.807101,0.183260,0.183260,10.500000,1
489,489,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.578031,-2.629655,0.183260,0.183260,10.500000,1
490,490,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.560247,-2.454670,0.183260,0.183260,10.500000,1
491,491,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.542771,-2.282121,0.183260,0.183260,10.500000,1
492,492,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.525599,-2.111978,0.183260,0.183260,10.500000,1
493,493,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.508723,-1.944213,0.183260,0.183260,10.500000,1
494,494,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.492140,-1.778799,0.183260,0.183260,10.500000,1
495,495,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.475844,-1.615706,0.183260,0.183260,10.500000,1
496,496,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.459830,-1.454907,0.183260,0.183260,10.500000,1
497,497,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.444092,-1.296371,0.183260,0.183260,10.500000,1
498,498,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.428626,-1.140071,0.183260,0.183260,10.500000,1
499,499,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.413427,-0.985978,0.183260,0.183260,10.500000,1
500,500,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.398489,-0.834062,0.183260,0.183260,10.500000,1
501,501,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.383808,-0.684296,0.183260,0.183260,10.500000,1
502,502,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.369378,-0.536650,0.183260,0.183260,10.500000,1
503,503,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.355196,-0.391097,0.183260,0.183260,10.500000,1
504,504,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.341256,-0.247609,0.183260,0.183260,10.500000,1
505,505,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.327553,-0.106156,0.183260,0.183260,10.500000,1
506,506,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.314083,0.033288,0.183260,0.183260,10.500000,1
507,507,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.300842,0.170751,0.183260,0.183260,10.500000,1
508,508,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.287824,0.306260,0.183260,0.183260,10.500000,1
509,509,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.275027,0.439842,0.183260,0.183260,10.500000,1
510,510,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.262444,0.571523,0.183260,0.183260,10.500000,1
511,511,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.250073,0.701331,0.183260,0.183260,10.500000,1
512,512,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.237908,0.829290,0.183260,0.183260,10.500000,1
513,513,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.225946,0.955426,0.183260,0.183260,10.500000,1
514,514,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.214183,1.079764,0.183260,0.183260,10.500000,1
515,515,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.202615,1.202330,0.183260,0.183260,10.500000,1
516,516,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.191238,1.323147,0.183260,0.183260,10.500000,1
517,517,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.180049,1.442239,0.183260,0.183260,10.500000,1
518,518,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.169043,1.559630,0.183260,0.183260,10.500000,1
519,519,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.158217,1.675342,0.183260,0.183260,10.500000,1
520,520,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.147567,1.789399,0.183260,0.183260,10.500000,1
521,521,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.137091,1.901823,0.183260,0.183260,10.500000,1
522,522,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.126785,2.012635,0.183260,0.183260,10.500000,1
523,523,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.116646,2.121858,0.183260,0.183260,10.500000,1
524,524,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.106669,2.229511,0.183260,0.183260,10.500000,1
525,525,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.096854,2.335615,0.183260,0.183260,10.500000,1
526,526,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.087195,2.440191,0.183260,0.183260,10.500000,1
527,527,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.077691,2.543259,0.183260,0.183260,10.500000,1
528,528,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.068339,2.644837,0.183260,0.183260,10.500000,1
529,529,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.059135,2.744945,0.183260,0.183260,10.500000,1
530,530,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.050077,2.843601,0.183260,0.183260,10.500000,1
531,531,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.041163,2.940824,0.183260,0.183260,10.500000,1
532,532,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.032390,3.036631,0.183260,0.183260,10.500000,1
533,533,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.023755,3.131039,0.183260,0.183260,10.500000,1
534,534,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.015256,3.224067,0.183260,0.183260,10.500000,1
535,535,50.000000,-10.000000,-50.000000,0.000000,5.000000,-0.006891,3.315731,0.183260,0.183260,10.500000,1
536,536,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.001343,3.406047,0.183260,0.183260,10.500000,1
537,537,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.009448,3.495031,0.183260,0.183260,10.500000,1
538,538,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.017426,3.582700,0.183260,0.183260,10.500000,1
539,539,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.025279,3.669069,0.183260,0.183260,10.500000,1
540,540,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.033009,3.754153,0.183260,0.183260,10.500000,1
541,541,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.040619,3.837968,0.183260,0.183260,10.500000,1
542,542,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.048110,3.920527,0.183260,0.183260,10.500000,1
543,543,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.055484,4.001846,0.183260,0.183260,10.500000,1
544,544,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.062743,4.081940,0.183260,0.183260,10.500000,1
545,545,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.069888,4.160821,0.183260,0.183260,10.500000,1
546,546,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.076922,4.238504,0.183260,0.183260,10.500000,1
547,547,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.083846,4.315002,0.183260,0.183260,10.500000,1
548,548,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.090662,4.390329,0.183260,0.183260,10.500000,1
549,549,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.097371,4.464499,0.183260,0.183260,10.500000,1
550,550,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.103976,4.537523,0.183260,0.183260,10.500000,1
551,551,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.110477,4.609416,0.183260,0.183260,10.500000,1
552,552,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.116876,4.680189,0.183260,0.183260,10.500000,1
553,553,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.123174,4.749856,0.183260,0.183260,10.500000,1
554,554,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.129374,4.818429,0.183260,0.183260,10.500000,1
555,555,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.135476,4.885920,0.183260,0.183260,10.500000,1
556,556,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.141482,4.952341,0.183260,0.183260,10.500000,1
557,557,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.147392,5.017704,0.183260,0.183260,10.500000,1
558,558,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.153210,5.082021,0.183260,0.183260,10.500000,1
559,559,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.158935,5.145305,0.183260,0.183260,10.500000,1
560,560,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.164568,5.207565,0.183260,0.183260,10.500000,1
561,561,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.170112,5.268815,0.183260,0.183260,10.500000,1
562,562,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.175568,5.329066,0.183260,0.183260,10.500000,1
563,563,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.180936,5.388328,0.183260,0.183260,10.500000,1
564,564,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.186218,5.446614,0.183260,0.183260,10.500000,1
565,565,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.191415,5.503934,0.183260,0.183260,10.500000,1
566,566,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.196528,5.560299,0.183260,0.183260,10.500000,1
567,567,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.201558,5.615721,0.183260,0.183260,10.500000,1
568,568,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.206506,5.670210,0.183260,0.183260,10.500000,1
569,569,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.211373,5.723777,0.183260,0.183260,10.500000,1
570,570,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.216161,5.776433,0.183260,0.183260,10.500000,1
571,571,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.220871,5.828188,0.183260,0.183260,10.500000,1
572,572,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.225503,5.879054,0.183260,0.183260,10.500000,1
573,573,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.230058,5.929040,0.183260,0.183260,10.500000,1
574,574,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.234538,5.978157,0.183260,0.183260,10.500000,1
575,575,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.238943,6.026415,0.183260,0.183260,10.500000,1
576,576,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.243274,6.073825,0.183260,0.183260,10.500000,1
577,577,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.247533,6.120397,0.183260,0.183260,10.500000,1
578,578,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.251721,6.166140,0.183260,0.183260,10.500000,1
579,579,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.255837,6.211066,0.183260,0.183260,10.500000,1
580,580,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.259883,6.255184,0.183260,0.183260,10.500000,1
581,581,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.263861,6.298504,0.183260,0.183260,10.500000,1
582,582,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.267770,6.341035,0.183260,0.183260,10.500000,1
583,583,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.271612,6.382788,0.183260,0.183260,10.500000,1
584,584,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.275388,6.423772,0.183260,0.183260,10.500000,1
585,585,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.279098,6.463997,0.183260,0.183260,10.500000,1
586,586,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.282744,6.503472,0.183260,0.183260,10.500000,1
587,587,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.286325,6.542207,0.183260,0.183260,10.500000,1
588,588,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.289844,6.580210,0.183260,0.183260,10.500000,1
589,589,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.293300,6.617493,0.183260,0.183260,10.500000,1
590,590,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.296695,6.654062,0.183260,0.183260,10.500000,1
591,591,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.300030,6.689929,0.183260,0.183260,10.500000,1
592,592,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.303304,6.725101,0.183260,0.183260,10.500000,1
593,593,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.306519,6.759588,0.183260,0.183260,10.500000,1
594,594,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.309676,6.793399,0.183260,0.183260,10.500000,1
595,595,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.312776,6.826542,0.183260,0.183260,10.500000,1
596,596,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.315818,6.859026,0.183260,0.183260,10.500000,1
597,597,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.318805,6.890860,0.183260,0.183260,10.500000,1
598,598,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.321736,6.922052,0.183260,0.183260,10.500000,1
599,599,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.324612,6.952611,0.183260,0.183260,10.500000,1
600,600,50.000000,-10.000000,-50.000000,0.000000,5.000000,0.327434,6.982545,0.183260,0.183260,10.500000,1
